Epoch,Loss,Accuracy
65,1.4150469303131104,60.07462686567165
66,1.4098844528198242,61.940298507462686
67,1.4097286462783813,58.95522388059702
68,1.403899073600769,60.820895522388064
69,1.3994824886322021,61.56716417910447
70,1.3943877220153809,61.19402985074627
71,1.394280195236206,64.17910447761194
72,1.3842052221298218,64.17910447761194
73,1.3813140392303467,64.92537313432835
74,1.382218599319458,64.92537313432835
75,1.381390929222107,62.68656716417911
76,1.3732091188430786,63.80597014925373
77,1.3720036745071411,64.55223880597015
78,1.3684872388839722,63.80597014925373
79,1.3661267757415771,66.4179104477612
80,1.359675645828247,66.04477611940298
81,1.3586146831512451,66.4179104477612
82,1.3560820817947388,67.16417910447761
83,1.3541532754898071,67.16417910447761
84,1.3423652648925781,70.1492537313433
85,1.3420753479003906,66.7910447761194
86,1.3411623239517212,68.65671641791045
87,1.3392324447631836,69.40298507462687
88,1.338034749031067,70.1492537313433
89,1.3264726400375366,68.28358208955224
90,1.3266311883926392,72.01492537313433
91,1.3243733644485474,71.64179104477611
92,1.3184109926223755,70.8955223880597
93,1.3142356872558594,73.50746268656717
94,1.315078616142273,73.50746268656717
95,1.3103469610214233,72.38805970149254
96,1.298783302307129,77.61194029850746
97,1.3048272132873535,76.86567164179104
98,1.3008486032485962,73.50746268656717
99,1.2943001985549927,75.74626865671642
100,1.2936595678329468,75.3731343283582
101,1.2915503978729248,76.49253731343283
102,1.2870136499404907,75.3731343283582
103,1.2857965230941772,74.6268656716418
104,1.272655963897705,80.59701492537313
105,1.270140290260315,76.49253731343283
106,1.2712031602859497,80.59701492537313
107,1.2622612714767456,79.47761194029852
108,1.2694377899169922,77.98507462686567
109,1.2571394443511963,83.2089552238806
110,1.2571806907653809,81.34328358208955
111,1.2521336078643799,82.83582089552239
112,1.2603728771209717,80.22388059701493
113,1.2432218790054321,81.71641791044776
114,1.250907301902771,79.47761194029852
115,1.2373111248016357,80.22388059701493
116,1.2386354207992554,80.97014925373134
117,1.2349029779434204,83.95522388059702
118,1.2293879985809326,82.46268656716418
119,1.2223565578460693,83.5820895522388
120,1.2316603660583496,79.8507462686567
121,1.216855764389038,85.07462686567165
122,1.2140730619430542,84.32835820895522
123,1.220457911491394,83.95522388059702
124,1.2094547748565674,83.2089552238806
125,1.2027772665023804,84.70149253731343
126,1.206899881362915,82.83582089552239
127,1.1968131065368652,83.95522388059702
128,1.206538438796997,85.82089552238806
129,1.196783423423767,82.46268656716418
130,1.1893095970153809,84.32835820895522
131,1.187179446220398,84.32835820895522
132,1.183795690536499,82.46268656716418
133,1.1751208305358887,84.70149253731343
134,1.1781606674194336,85.07462686567165
135,1.1744449138641357,85.82089552238806
136,1.1842597723007202,85.44776119402985
137,1.163150429725647,87.31343283582089
138,1.1570451259613037,86.56716417910447
139,1.165307641029358,85.07462686567165
140,1.1643997430801392,86.19402985074626
141,1.1630724668502808,84.32835820895522
142,1.152352213859558,86.94029850746269
143,1.157044768333435,85.07462686567165
144,1.147114872932434,87.31343283582089
145,1.1499254703521729,86.19402985074626
146,1.1435661315917969,88.43283582089553
147,1.1391868591308594,86.56716417910447
148,1.1243433952331543,87.31343283582089
149,1.1293715238571167,89.17910447761194
